6.000000000000000000e+00,7.207031250000000000e+01,1.303066372871398926e+00
7.000000000000000000e+00,7.119140625000000000e+01,1.303066372871398926e+00
8.000000000000000000e+00,7.031250000000000000e+01,1.303066372871398926e+00
9.000000000000000000e+00,6.943359375000000000e+01,1.303066372871398926e+00
1.000000000000000000e+01,6.943359375000000000e+01,1.303066372871398926e+00
1.100000000000000000e+01,6.943359375000000000e+01,1.303066372871398926e+00
1.200000000000000000e+01,7.031250000000000000e+01,2.606132745742797852e+00
1.300000000000000000e+01,7.294921875000000000e+01,2.606132745742797852e+00
1.400000000000000000e+01,7.558593750000000000e+01,5.212265491485595703e+00
1.500000000000000000e+01,7.822265625000000000e+01,2.606132745742797852e+00
1.600000000000000000e+01,7.998046875000000000e+01,1.303066372871398926e+00
1.700000000000000000e+01,7.910156250000000000e+01,1.303066372871398926e+00
1.800000000000000000e+01,7.690429687500000000e+01,3.257666110992431641e+00
1.900000000000000000e+01,7.470703125000000000e+01,1.954599618911743164e+00
2.000000000000000000e+01,7.294921875000000000e+01,1.303066372871398926e+00
2.100000000000000000e+01,7.119140625000000000e+01,1.303066372871398926e+00
2.200000000000000000e+01,6.943359375000000000e+01,1.303066372871398926e+00
2.300000000000000000e+01,6.855468750000000000e+01,1.303066372871398926e+00
2.400000000000000000e+01,6.679687500000000000e+01,1.303066372871398926e+00
2.500000000000000000e+01,6.591796875000000000e+01,1.303066372871398926e+00
2.600000000000000000e+01,6.591796875000000000e+01,1.303066372871398926e+00
2.700000000000000000e+01,6.591796875000000000e+01,1.303066372871398926e+00
2.800000000000000000e+01,6.679687500000000000e+01,2.606132745742797852e+00
2.900000000000000000e+01,6.855468750000000000e+01,3.909199237823486328e+00
3.000000000000000000e+01,7.207031250000000000e+01,3.909199237823486328e+00
3.100000000000000000e+01,7.470703125000000000e+01,2.606132745742797852e+00
3.200000000000000000e+01,7.646484375000000000e+01,2.606132745742797852e+00
3.300000000000000000e+01,7.734375000000000000e+01,1.303066372871398926e+00
3.400000000000000000e+01,7.734375000000000000e+01,1.303066372871398926e+00
3.500000000000000000e+01,7.646484375000000000e+01,1.303066372871398926e+00
3.600000000000000000e+01,7.558593750000000000e+01,2.606132745742797852e+00
3.700000000000000000e+01,7.119140625000000000e+01,3.909199237823486328e+00
3.800000000000000000e+01,6.855468750000000000e+01,1.303066372871398926e+00
3.900000000000000000e+01,6.767578125000000000e+01,1.303066372871398926e+00
4.000000000000000000e+01,6.679687500000000000e+01,1.303066372871398926e+00
4.100000000000000000e+01,6.591796875000000000e+01,1.303066372871398926e+00
4.200000000000000000e+01,6.503906250000000000e+01,1.303066372871398926e+00
4.300000000000000000e+01,6.503906250000000000e+01,1.303066372871398926e+00
4.400000000000000000e+01,6.503906250000000000e+01,1.303066372871398926e+00
4.500000000000000000e+01,6.503906250000000000e+01,1.303066372871398926e+00
4.600000000000000000e+01,6.591796875000000000e+01,1.303066372871398926e+00
4.700000000000000000e+01,6.679687500000000000e+01,2.606132745742797852e+00
4.800000000000000000e+01,6.855468750000000000e+01,5.212265491485595703e+00
4.900000000000000000e+01,7.470703125000000000e+01,3.909199237823486328e+00
5.000000000000000000e+01,7.646484375000000000e+01,2.606132745742797852e+00
5.100000000000000000e+01,7.734375000000000000e+01,2.606132745742797852e+00
5.200000000000000000e+01,7.734375000000000000e+01,1.303066372871398926e+00
5.300000000000000000e+01,7.646484375000000000e+01,2.606132745742797852e+00
5.400000000000000000e+01,7.470703125000000000e+01,1.303066372871398926e+00
5.500000000000000000e+01,7.294921875000000000e+01,1.303066372871398926e+00
5.600000000000000000e+01,7.031250000000000000e+01,1.303066372871398926e+00
5.700000000000000000e+01,6.855468750000000000e+01,1.303066372871398926e+00
5.800000000000000000e+01,6.767578125000000000e+01,1.303066372871398926e+00
5.900000000000000000e+01,6.679687500000000000e+01,1.303066372871398926e+00
6.000000000000000000e+01,6.591796875000000000e+01,1.303066372871398926e+00
6.100000000000000000e+01,6.591796875000000000e+01,1.303066372871398926e+00
6.200000000000000000e+01,6.679687500000000000e+01,1.303066372871398926e+00
6.300000000000000000e+01,6.767578125000000000e+01,2.606132745742797852e+00
6.400000000000000000e+01,7.031250000000000000e+01,3.909199237823486328e+00
6.500000000000000000e+01,7.470703125000000000e+01,2.606132745742797852e+00
6.600000000000000000e+01,7.646484375000000000e+01,1.303066372871398926e+00
6.700000000000000000e+01,7.646484375000000000e+01,1.303066372871398926e+00
