,Old ID,HR,rMSSD,pNN50,SDNN,HF,LF,LFHF,VLF,ULF,Time,Exp,Participant,Step,Seq,ID,No-Step
482,PS-9_007_42_05_22_15_44_23_0.csv,70.4533871,54.79535455,26.57342657,90.61527533,373.5363672,1314.902053,3.520144673,533.5878811,1270.105107,120.8283123,9,7,42,0,9_7_42_0,7-42-0
483,PS-9_007_45_05_22_15_49_17_0.csv,69.25418621,58.45609999,26.8115942,80.86479752,534.0305117,1660.379289,3.10914686,183.6771536,662.9131048,120.1597964,9,7,45,0,9_7_45_0,7-45-0
484,PS-9_008_11_05_22_14_55_45_0.csv,83.19225051,45.85419774,15.03267974,61.65581059,158.5813195,542.5616052,3.421346265,233.033581,370.0845406,120.0128779,9,8,11,0,9_8_11_0,8-11-0
485,PS-9_008_21_05_22_15_08_02_0.csv,79.12315572,41.53056077,16.02564103,84.76858503,350.9399262,1074.621059,3.062122543,508.4452837,979.7069471,120.649006,9,8,21,0,9_8_21_0,8-21-0
486,PS-9_008_21_05_22_15_08_02_1.csv,82.72278272,41.554053,15.75757576,65.38786148,182.3969261,362.2091385,1.985829182,1337.927315,346.9629622,120.1096437,9,8,21,1,9_8_21_1,8-21-1
487,PS-9_008_21_05_22_15_08_02_2.csv,88.13246416,33.03769736,13.14285714,48.94986772,409.9627115,353.199215,0.861539855,120.0889786,87.87238013,120.4009846,9,8,21,2,9_8_21_2,8-21-2
488,PS-9_008_21_05_22_15_08_02_3.csv,86.33047096,42.13619918,22.22222222,49.5164855,241.5608635,689.2621611,2.85336851,57.71768351,226.9790197,120.0807779,9,8,21,3,9_8_21_3,8-21-3
489,PS-9_008_21_05_22_15_08_02_4.csv,86.64933343,39.41355877,19.88304094,53.35572686,165.3235592,507.2830569,3.068425694,192.5157764,589.1463972,120.3209343,9,8,21,4,9_8_21_4,8-21-4
490,PS-9_008_21_05_22_15_08_02_5.csv,87.64675797,35.91669236,16.27906977,48.43259274,270.7935983,687.0351326,2.537117335,268.7144692,274.5809226,120.0202183,9,8,21,5,9_8_21_5,8-21-5
491,PS-9_008_42_05_22_16_07_08_0.csv,82.52348868,20.87079887,4.21686747,30.75584551,32.23307657,107.7239695,3.342031882,102.5519469,52.17619551,120.0487112,9,8,42,0,9_8_42_0,8-42-0
492,PS-9_008_45_05_22_16_12_30_0.csv,82.87897137,34.44193486,12.04819277,47.72956348,203.2613976,435.7740293,2.143909441,99.71964568,323.8494427,120.2366058,9,8,45,0,9_8_45_0,8-45-0
493,PS-9_009_11_05_24_19_02_38_0.csv,81.05303449,32.01514184,12.80487805,39.67097416,115.4016578,112.558192,0.975360269,128.8606963,192.5265864,120.4111476,9,9,11,0,9_9_11_0,9-11-0
