ID,HR,rMSSD,pNN50,SDNN,ln(HF),ln(LF),Time,MAD,MAD_HR
9_35_21_4,79.54502497,22.174908,3.773584906,40.19858135,1.493811706,2.060080347,120.313183,25.53602958,0.321026106
9_54_11_1,75.64820552,46.30891376,26.62337662,50.14054358,2.623704623,2.514921811,120.3713035,27.09117108,0.358120472
9_36_11_2,80.88694324,25.27130521,6.666666667,51.70787289,2.075310789,2.522948347,120.5226745,30.20209665,0.37338655
9_29_11_1,86.52833843,35.21738534,15.11627907,46.88580853,2.395572056,2.574079777,120.0493414,36.82857355,0.425624416
9_4_45_1,68.28098333,44.87224881,18.84057971,79.52173367,2.500732993,3.064550894,120.2321458,25.40510771,0.372067104
9_37_21_2,74.28027337,42.30242451,21.33333333,64.56009485,2.668483174,2.922843997,120.5114328,26.92428621,0.362468863
9_63_11_1,79.03390157,20.45336419,5,37.18277598,1.532345307,2.330476181,120.6323163,27.14182132,0.343419985
9_79_11_0,82.13325126,38.20145743,15.33742331,59.90812757,2.281126111,2.514092626,120.3093287,32.09198328,0.390730706
9_4_45_2,75.03672253,32.32627151,12.41830065,52.77822791,2.279414223,3.030185072,120.5581277,29.56860775,0.394055161
10_5_50_1,83.46018382,33.79894894,16.66666667,45.57511916,2.160365786,2.821846284,120.0365558,33.84888505,0.405569261
9_11_21_2,81.69089909,31.25856668,10.42944785,50.52685397,2.263119133,2.699650099,120.5205515,36.22365721,0.443423412
10_33_50_2,71.12424336,47.97363008,27.08333333,66.27747582,2.358367304,3.067321895,120.1316194,24.13368856,0.339317333
9_4_21_0,72.19905063,42.90453833,20.94594595,72.9789853,2.419428039,3.000672808,120.3902016,29.33211245,0.406267287
9_6_21_2,76.11147741,30.93445385,8.441558442,40.44919039,1.923692688,2.32964119,120.3926438,26.9818816,0.354504767
9_8_21_4,86.64933343,39.41355877,19.88304094,53.35572686,2.218334747,2.705250357,120.3209343,27.01211211,0.311740564
9_37_11_0,73.20167413,64.66792064,32.19178082,100.3560156,2.998576846,3.421033031,120.6204978,25.06872398,0.342461075
9_81_21_2,79.36721604,25.35819077,5.660377358,34.0050046,2.127705398,2.4042846,120.5400903,19.08177861,0.240423938
10_31_50_1,70.50480144,37.12012971,13.98601399,56.93669358,2.350246043,3.093645813,120.6037543,25.38717234,0.360077212
10_28_50_1,74.13845386,33.69938736,13.24503311,55.9451607,2.233395379,2.809203925,120.729067,26.888604,0.362680938
9_66_21_4,85.3713115,31.41495498,8.139534884,42.20728596,2.244164013,2.549375738,120.665081,33.5031181,0.392440007
9_36_11_0,79.34499303,49.33460224,21.73913043,74.12558151,2.506541521,2.915805254,120.0590312,34.81278669,0.438752155
9_46_11_0,78.93885105,57.70502641,33.12101911,85.518053,2.676878874,3.227987905,120.036872,30.72040539,0.389167121
9_31_21_3,79.5974322,34.53811371,13.83647799,41.59215517,2.164985664,2.424899231,120.0216025,31.39575661,0.394431777
9_32_11_1,72.94978286,36.37902132,16.21621622,52.32404601,2.52248502,2.705478565,120.2566049,25.68964817,0.352155238
9_21_21_3,77.77474055,45.08849192,21.15384615,57.35955336,2.44307828,2.819527502,120.4681145,34.01168281,0.437310142
9_56_21_4,80.55150457,40.74467632,17.68292683,82.806975,2.468162705,2.984772944,120.1998424,36.68210451,0.455386957
9_22_21_1,73.94508408,41.48009986,20,59.20465109,2.650608686,2.836047668,120.5072146,27.90805813,0.377416004
9_64_21_1,83.78296419,28.28224718,8.383233533,44.99945536,2.311242219,2.816775858,120.0391222,26.2164553,0.31290914
9_35_21_3,79.64587676,26.29727569,7.594936709,42.47659013,2.237829699,2.296564444,120.7246158,25.71302427,0.322841876
9_16_21_0,71.16221025,21.93337868,3.496503497,32.77145119,1.97159629,2.018963423,120.1438779,20.84001342,0.292852251
9_35_21_5,80.41992187,19.59991012,6.211180124,27.07990579,1.879671318,2.121511307,120.2759724,26.29861501,0.327016172
9_11_11_1,75.67906751,42.75915481,16.88311688,65.12796146,2.408927111,2.79204893,120.2257169,34.06467814,0.450120215
9_73_21_0,79.75092266,47.05987594,20,63.2564637,2.302763497,2.974690251,120.1114076,34.15490855,0.428269761
9_44_21_5,80.41316611,33.64075366,11.25,41.49978283,2.237460797,2.775728897,120.4364266,37.55016544,0.46696539
9_23_11_0,81.18692018,28.3953238,10.42944785,36.57158091,2.122368633,2.558076291,120.0803145,26.16064731,0.322227364
9_22_21_2,74.74066388,43.72740649,22.81879195,55.478733,2.688964005,2.710943475,120.2419624,28.04613141,0.37524595
9_32_11_0,73.55950024,39.90475582,17.44966443,60.30422034,2.508135103,2.890301924,120.4492041,26.10910727,0.354938617
9_49_21_0,81.97317049,58.61066721,21.60493827,92.59887136,2.537017466,3.108034137,120.4989389,32.86045705,0.400868441
9_21_21_2,78.01889681,37.55106003,15.09433962,51.65734518,2.226350619,2.722502008,120.6676837,34.40502534,0.440983233
9_16_21_4,73.80392355,11.1719739,0.675675676,27.7885517,1.15641268,1.894679315,120.2829207,21.5967953,0.292623946
9_22_11_0,74.47757706,42.80178014,18.66666667,69.52830259,2.526003103,2.715301668,120.658663,28.41288854,0.381495876
9_49_21_3,82.57282307,42.89649223,17.57575758,56.33947289,2.606926716,2.977826922,120.6237947,33.65208275,0.407544292
9_31_21_4,79.45821397,31.66997498,16.25,42.35208882,2.293432339,2.860985489,120.6832606,30.70299656,0.386404313
9_80_21_4,83.26866989,41.32701318,22.89156627,51.13319239,2.550896051,2.747279527,120.0677403,34.74973844,0.417320686
9_21_21_0,77.08318017,50.76054307,24.20382166,91.57329581,2.683699092,2.897328185,120.9892964,35.09207339,0.455249424
9_61_21_0,69.23029439,49.86794003,30.21582734,70.87115379,2.754295705,3.088955337,120.0520928,22.77573915,0.328985155
9_34_21_0,78.34177425,34.0192974,13.29113924,53.87146664,2.507721648,2.785525398,120.2067276,30.86382471,0.393963821
9_44_11_0,79.57607256,49.09002669,14.74358974,84.6435933,2.273622263,2.915112994,120.3849525,34.3168313,0.431245602
9_58_21_2,75.66321509,30.77426871,9.933774834,48.73297066,1.859873895,2.977701869,120.1228048,26.01417777,0.34381539
10_68_50_2,72.94921875,33.09828853,14.28571429,54.13422305,2.405413196,2.551491646,120.007859,26.25062507,0.359847926
9_6_21_1,76.02411373,36.91277899,9.74025974,56.85990695,2.120886881,2.555128939,120.6651526,27.83097665,0.366080909
10_5_50_0,79.16698203,46.18411255,9.615384615,86.15664346,2.169749355,2.694712217,120.5591379,30.339868,0.383238911
9_22_21_0,73.82818848,36.73522735,16.32653061,54.45046224,2.18611017,2.879367276,120.0410426,26.44872641,0.358246991
9_11_21_3,80.0133497,33.73651569,11.18012422,44.16031406,2.289871572,2.466711496,120.3104492,35.13855337,0.439158634
9_61_11_0,69.52666148,46.53305294,21.9858156,76.27032252,2.461379538,2.89196135,120.1596068,23.76719713,0.341842922
9_36_21_1,81.23448791,28.00164671,8.588957055,42.18096609,2.164383233,2.41731838,120.4180784,31.24578463,0.384636937
9_36_21_0,81.77174655,49.02562733,19.63190184,69.35392999,2.885710579,3.282298327,120.4262064,34.22932991,0.418596048
10_78_50_0,65.84951252,56.44599075,31.06060606,98.0521657,2.672577726,3.373455736,121.0688543,21.41241833,0.32517201
9_15_21_0,75.5859375,22.70086556,5.263157895,39.34015233,2.100448511,2.424337767,120.4125177,24.17912105,0.319889147
9_6_11_0,77.02987248,33.68479847,9.615384615,61.17475934,2.345541887,2.932223744,120.8003107,30.62206068,0.397534874
9_79_21_4,79.58510698,45.82755485,24.52830189,70.09453056,2.412936062,3.073374251,120.024204,35.17469947,0.441975902
9_73_21_3,79.79695125,37.40107003,10.6918239,40.32082704,2.694409119,2.534072824,120.0824256,30.79202608,0.385879731
9_13_21_1,71.72049586,40.14764468,17.93103448,54.36514516,2.354733592,3.021694449,120.7936998,25.78464972,0.359515776
10_68_50_0,71.74762292,40.95550636,15.97222222,70.53881186,2.303605799,3.134283472,120.4313915,24.56954189,0.342443985
9_15_11_0,74.85260777,29.64423478,6.040268456,56.75364683,2.40695928,3.2511264,120.1372465,21.45313298,0.286605018
9_49_21_4,82.58091848,35.22437953,19.51219512,48.65164815,2.477628761,2.899913774,120.2183112,32.90835016,0.398498234
9_81_11_1,76.89233589,27.11770882,3.246753247,38.27928837,2.30100537,2.856070686,120.7604792,20.15969826,0.262180854
9_13_11_3,70.43806403,49.90265589,24.44444444,91.0187791,2.568236699,3.033243519,120.3792594,26.13064023,0.370973288
9_22_21_3,73.69952998,33.88905299,16.10738255,46.26547365,2.272910742,2.88796145,120.0058553,27.54248049,0.373713109
9_35_11_1,76.46713024,17.20155771,1.935483871,25.99604312,1.357460368,2.134900165,120.5541984,21.32518286,0.278880387
9_52_11_1,69.21065763,46.35391833,18.88111888,73.88554401,2.446120514,3.146111948,120.5593995,23.29683651,0.336607646
9_6_21_0,75.10363375,34.47862074,11.9205298,41.78330903,2.259054355,2.572786398,120.3924177,29.01465983,0.386328309
9_46_21_3,77.90963637,30.49089499,9.554140127,42.07731922,2.041930298,2.632624017,120.2646407,24.53970947,0.314976563
9_21_21_5,78.04738829,50.09038573,26.28205128,83.77004384,2.820703781,3.097334582,120.5657077,34.98073545,0.448198668
9_70_21_3,75.5859375,10.35504794,0.662251656,20.44792885,1.167048634,1.889306494,120.0314596,12.17338351,0.161053549
10_78_50_2,64.35422133,61.47640966,30.76923077,96.66836528,2.877480377,3.518781303,120.2024817,20.79932715,0.323200665
9_37_21_1,73.21259554,31.95795435,11.56462585,42.42306605,2.284431776,2.485523016,120.4474563,25.12805086,0.343220325
9_52_11_0,69.43359375,47.00879891,28.87323944,62.56027804,2.580958477,2.935029362,120.2292847,24.38921137,0.351259528
9_35_21_2,78.22265625,42.73711516,16.66666667,69.06015882,2.459955279,3.346454127,120.1903744,26.67136242,0.34096723
9_81_11_0,76.22833747,25.60329451,7.096774194,49.34429527,1.62009828,2.365792839,120.3546029,21.34188888,0.279973165
9_37_21_3,72.24547765,30.75640066,11.72413793,43.12802857,2.170907611,2.747602767,120.7561984,24.94568918,0.345290667
9_35_11_0,75.62944453,25.24004064,4.666666667,49.09660468,1.661977497,2.408692463,120.6238197,21.75085338,0.287597688
10_31_50_0,70.17746633,42.26672384,14.89361702,52.14739779,2.408815257,2.773751534,120.8307649,25.01340745,0.356430757
9_33_21_1,74.6976819,33.96401107,13.24503311,41.20251253,2.346048278,2.112812528,120.4434156,30.54919206,0.408971086
9_31_21_1,80.84259967,37.22134673,19.25465839,49.92555679,2.130180808,2.681461676,120.505767,31.66370971,0.391671097
9_6_11_1,77.47953731,27.3678092,7.692307692,40.17201999,2.006522987,2.488774397,120.1100452,28.38111855,0.366304698
9_21_21_6,77.94777687,40.09247651,22.29299363,51.49415856,2.40646706,2.527383026,120.6718421,34.10240275,0.437503212
9_46_21_0,78.10507916,34.15444608,10.82802548,52.99114124,2.26846627,2.594527003,120.7725634,25.97885565,0.332614165
9_79_21_5,82.03687998,37.12835405,14.02439024,52.77614093,2.441697682,2.717037425,120.6064817,33.26744263,0.405518136
9_81_45_0,74.25779593,34.43357623,9.271523179,52.04243122,2.408938803,2.9104539,120.6456287,26.20706594,0.352920062
9_73_21_2,80.53626839,32.39835584,11.72839506,49.58005325,2.344750835,2.847769129,120.5019483,30.69400923,0.38112033
9_63_21_3,81.53511222,37.84238917,22.08588957,50.90512963,2.429931089,2.617933776,120.2902791,34.3564584,0.4213701
9_38_21_2,82.07027421,43.3126151,25.15337423,58.94043648,2.470098362,3.028631761,120.2059897,39.40981353,0.480195953
9_73_21_4,80.1828082,34.57832998,15.72327044,51.13401706,2.126400275,2.58682272,120.3481529,31.55049565,0.393482049
10_96_50_0,79.79310064,38.2708502,15.72327044,54.98022484,2.285405638,3.095386768,120.7404633,28.54122652,0.357690405
9_37_21_0,72.06304203,39.22391348,15.75342466,52.59339789,2.535878798,3.028202182,120.618434,24.64745679,0.342026316
9_30_11_1,71.53167365,33.87434027,14.48275862,47.84015614,2.096157274,2.621581728,120.5503339,17.39058142,0.243117217
9_31_21_6,77.34375,21.0017599,3.846153846,27.77531392,1.888909934,2.39743132,120.5182014,29.60948696,0.38282973
9_69_11_1,75.5859375,23.89210217,5.921052632,35.75074478,1.964901719,2.496006796,120.7704565,24.21744666,0.320396194
9_67_21_4,73.2168503,22.17217374,5.405405405,31.10656272,1.969354836,2.089143749,120.0508636,20.4817552,0.279741004
9_69_11_0,75.86311589,37.36158245,14.66666667,61.62646982,2.317518044,2.449641568,120.2119948,25.33212876,0.333918907
9_57_21_0,69.03552561,29.4490292,8.633093525,48.76461878,2.271840049,3.043463153,120.2201633,21.93339979,0.317711781
9_52_21_1,69.46594903,41.68242049,22.69503546,51.69956129,2.457601472,2.504493762,120.6787989,24.25252616,0.349128263
9_19_21_0,73.30229749,25.80106294,8.108108108,43.05312836,2.215570729,2.50893132,120.6962089,22.89548896,0.312343402
9_46_21_1,80.59661853,29.77052185,7.36196319,57.64521468,2.364582306,2.770558892,120.2296484,28.61184238,0.355000531
9_58_21_1,74.73241373,24.65873553,6,30.4067034,2.022732999,2.207506448,120.0338928,24.25343152,0.324536975
9_31_21_2,78.65192031,35.83192278,13.37579618,47.79839714,2.500124205,2.70025379,120.3702439,29.91279687,0.38031871
9_31_21_5,78.4465951,29.34347074,7.594936709,41.6180397,2.268564334,2.793547607,120.6589586,31.80219654,0.405399323
9_67_21_3,72.94921875,19.39827936,2.721088435,25.80152688,1.854506614,2.200220375,120.2724598,22.16093336,0.303785753
9_49_21_2,80.54829768,40.57821214,20.625,44.34992117,2.56746231,2.79362844,120.0684086,32.70938004,0.406084064
9_30_11_0,71.46452656,38.7562172,13.79310345,53.58905498,2.527878759,2.546377247,120.7587499,19.95819061,0.27927409
9_52_21_2,69.43359375,30.33384837,8.571428571,38.35551258,2.150518481,2.629027553,120.7937323,24.3636713,0.350891693
9_70_21_0,73.828125,23.81083698,4.697986577,35.73055345,1.787377539,2.230691143,120.5980877,18.13868432,0.245687999
9_67_11_0,72.74519679,18.50112879,2.739726027,24.52886255,1.649411679,1.802209387,120.5564057,18.43351416,0.253398368
9_33_21_3,73.4592973,41.10934639,15.54054054,49.57175147,2.222091155,2.594623967,120.8801525,30.4526622,0.414551504
9_11_11_0,74.27207651,39.65616264,14.56953642,77.44180319,2.724311503,2.926875034,120.2414331,33.49823683,0.451020604
9_70_11_0,73.55540071,20.14471297,2,41.76003298,1.523005154,2.397217805,120.813372,12.68116611,0.172402923
9_58_21_4,73.91832644,27.77272658,9.395973154,36.1055451,2.185906107,2.487401842,120.743815,24.35865472,0.329534716
9_16_21_3,72.0703125,9.947749219,0,25.40160833,1.562711953,1.763444782,120.7095818,22.0048646,0.305324951
